#,Image URL,Name,Subtitle,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
1012,https://img.pokemondb.net/sprites/scarlet-violet/icon/poltchageist.png,Poltchageist,,"['Grass', 'Ghost']",308,40,45,45,74,54,50
1013,https://img.pokemondb.net/sprites/scarlet-violet/icon/sinistcha.png,Sinistcha,,"['Grass', 'Ghost']",508,71,60,106,121,80,70
1014,https://img.pokemondb.net/sprites/scarlet-violet/icon/okidogi.png,Okidogi,,"['Poison', 'Fighting']",555,88,128,115,58,86,80
1015,https://img.pokemondb.net/sprites/scarlet-violet/icon/munkidori.png,Munkidori,,"['Poison', 'Psychic']",555,88,75,66,130,90,106
1016,https://img.pokemondb.net/sprites/scarlet-violet/icon/fezandipiti.png,Fezandipiti,,"['Poison', 'Fairy']",555,88,91,82,70,125,99
1017,https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-teal.png,Ogerpon,Teal Mask,['Grass'],550,80,120,84,60,96,110
1017,https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-wellspring.png,Ogerpon,Wellspring Mask,"['Grass', 'Water']",550,80,120,84,60,96,110
1017,https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-hearthflame.png,Ogerpon,Hearthflame Mask,"['Grass', 'Fire']",550,80,120,84,60,96,110
1017,https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-cornerstone.png,Ogerpon,Cornerstone Mask,"['Grass', 'Rock']",550,80,120,84,60,96,110
1018,https://img.pokemondb.net/sprites/scarlet-violet/icon/archaludon.png,Archaludon,,"['Steel', 'Dragon']",600,90,105,130,125,65,85
1019,https://img.pokemondb.net/sprites/scarlet-violet/icon/hydrapple.png,Hydrapple,,"['Grass', 'Dragon']",540,106,80,110,120,80,44
1020,https://img.pokemondb.net/sprites/scarlet-violet/icon/gouging-fire.png,Gouging Fire,,"['Fire', 'Dragon']",590,105,115,121,65,93,91
1021,https://img.pokemondb.net/sprites/scarlet-violet/icon/raging-bolt.png,Raging Bolt,,"['Electric', 'Dragon']",590,125,73,91,137,89,75
1022,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-boulder.png,Iron Boulder,,"['Rock', 'Psychic']",590,90,120,80,68,108,124
1023,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-crown.png,Iron Crown,,"['Steel', 'Psychic']",590,90,72,100,122,108,98
1024,https://img.pokemondb.net/sprites/scarlet-violet/icon/terapagos-normal.png,Terapagos,Normal Form,['Normal'],450,90,65,85,65,85,60
1024,https://img.pokemondb.net/sprites/scarlet-violet/icon/terapagos-terastal.png,Terapagos,Terastal Form,['Normal'],600,95,95,110,105,110,85
1024,https://img.pokemondb.net/sprites/scarlet-violet/icon/terapagos-stellar.png,Terapagos,Stellar Form,['Normal'],700,160,105,110,130,110,85
1025,https://img.pokemondb.net/sprites/scarlet-violet/icon/pecharunt.png,Pecharunt,,"['Poison', 'Ghost']",600,88,88,160,88,88,88
